report_id,description,nature,event,sif_label,label_source
OSHA-2023021408,"Two employees were doing bridge work. While removing rigging from a trestle cap, the trestle cap fell over and struck both employees. Employee 1 sustained fractured ribs and lacerations; employee 2 sustained a laceration.",Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2021075736,An employee was erecting a scaffold and fell 24 feet through an opening in the scaffold. The employee sustained broken bones on the left arm and wrist and a hip injury.,Fractures,Fall through surface or existing opening 21 to 25 feet,YES,weak
OSHA-2015097251,An employee was hooking his lanyard to his harness while standing on a ladder. His foot slipped and he fell 20 feet. His left ankle was shattered.,Fractures,Other fall to lower level 16 to 20 feet,YES,weak
OSHA-2022042945,"An employee lost her balance while turning to help a customer, fell, and broke her right ankle.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-2025010498,"An employee was descending a suspended scaffold after performing repairs on a wind turbine blade. The scaffold malfunctioned and the employee began accelerating; he did not free fall, but fell approximately 90 feet to the ground below. The employee sustained fractures to the spine, back, hip, and legs.",Fractures,Fall to lower level from collapsing structure or equipment more than 30 feet,YES,weak
OSHA-2023065356,"An employee was standing on the bed of his truck using a strap with a built-in band cutter to band a pack of beams to the headboard of his truck. The employee lost balance and fell approximately 48 inches from the bed of the truck onto the blacktop surface below. The employee landed on his left hip area, resulting in a fracture.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2019021636,An employee slipped on a patch of ice and fell resulting in a broken ankle that required surgery.,Fractures,Fall on same level due to slipping,NO,weak
OSHA-20181010442,"Two employees were building a stage deck. The platform shifted, and both employees fell about 11 feet to the ground. One suffered a head injury.","Intracranial injuries, unspecified",Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2019021288,"An employee fell from a ladder and fractured the left ankle, requiring surgery.",Fractures,"Other fall to lower level, unspecified",YES,weak
OSHA-2021064800,An employee was operating an extrusion machine when they passed out due to the heat. The employee was hospitalized for dehydration and kidney failure.,Multiple effects of heat and light,Exposure to environmental heat,NO,weak
OSHA-20201211287,"An employee was using an air hose to clean under a thermal former. The machine grabbed the hose and pulled the employee's hand into the gear, causing the amputation of one of her fingers.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2022054170,"An employee was preparing to conduct welding on a propane tank. The employee was lighting a torch when a flash fire occurred due to propane fumes coming from the tank. The employee sustained burns to the face, chest, stomach, and arms.","Heat (thermal) burns, unspecified","Ignition of vapors, gases, or liquids",YES,weak
OSHA-2023010988,An employee was performing preventative maintenance on an air conditioning unit in the mezzanine area when they fell off the platform and through the ceiling to the closet approximately 9 feet below. The employee sustained a fractured right shoulder.,Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2019099935,A machine operator was cleaning a glue pod when his right thumb became stuck. The motor caused the amputation of the thumb tip.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2015118889,An employee was performing maintenance on a piece of equipment when his left index finger was caught and amputated between a chain and sprocket. He was hospitalized.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2018054673,An employee was talking to a forklift driver when the forklift reversed and struck the employee. The employee sustained a right ankle/foot injury that required hospitalization.,"Soreness, pain, hurt-nonspecified injury",Pedestrian struck by vehicle backing up in nonroadway area,YES,weak
OSHA-2022119686,"An employee was using a pneumatic pulley to raise a load to the upper level. The employee's glove became caught, causing the employee's hand to get pulled into the pulley. The employee's thumb was amputated.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2018065880,"An employee was performing maintenance on the load break switches of a 13.8 kV circuit when the employee came into contact with energized equipment and an arc flash occurred. The employee suffered third degree arc flash burns from the shoulders up to the head, requiring hospitalization.",Third or fourth degree electrical burns,"Direct exposure to electricity, greater than 220 volts",YES,weak
OSHA-2024064818,An employee was performing maintenance on an industrial washing machine when his right arm became caught in the belt and his elbow and forearm were fractured. The machine was not guarded or locked out/tagged out at the time.,Fractures,"Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2022065694,"While an employee removed leftover food from a food processor in the downstairs kitchen, the blades lacerated their left index fingertip, and caused amputations to their left middle and ring fingers.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2017043567,An employee fell from a ladder and injured his back as he was ascending with a mortar bucket to a single story roof.,"Soreness, pain, hurt-nonspecified injury","Other fall to lower level, unspecified",YES,weak
OSHA-2022119732,"An employee was operating a forklift. While taking a corner, the employee's hand became caught between the cab enclosure and the material racking, resulting in three broken fingers and an amputation of the middle finger.",Amputations,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2015129470,"An employee was moving product using a two-wheeled hand truck when the hand truck and the boxes of material fell back and struck the employee. The cart handle fell on the employee's right thigh, causing a contusion.","Bruises, contusions","Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2022086990,An employee was repositioning a piece of equipment on a trailer when their finger was caught between the piece of equipment and a hydraulic fitting. The employee's fingertip was partially amputated.,Amputations,Compressed or pinched by shifting objects or equipment,YES,human
OSHA-2018044054,An employee was loading a stamped part into a die. The employee's hands were inside the press when it cycled resulting in amputation of the last joint of the left ring finger and the middle and index fingertips.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2024075949,An employee was assembling a crawler crane when they fell off the back of the crane to the ground. The employee sustained a lower leg fracture and was hospitalized.,Fractures,Other fall to lower level unspecified,YES,weak
OSHA-2019032740,"An employee was stacking product in the back of a trailer at a customer's site when he lost balance and fell forward to the trailer floor, landing on his hands. He was hospitalized with broken bones in the hands and wrists, requiring surgery.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-2025099430,"An employee was helping two forklift operators move and inventory flat sheet metal that was staged on racks. The metal fell off one side and struck the employee's arms and abdomen. The employee sustained a laceration above the left eye, a left forearm injury, and a ruptured spleen. The employee was hospitalized and required surgery.","Closed trauma involving internal organs, major blood vessels",Struck by other falling object n.e.c.,YES,weak
OSHA-2019077016,"While walking and turning, an employee slipped and fell to the floor. The employee was hospitalized with a broken hip.",Fractures,Fall on same level due to slipping,NO,weak
OSHA-2024010551,An employee was carrying metal sheeting on a roof when they fell about 20 feet to the gravel ground. The employee's right arm was fractured at the elbow and he was hospitalized.,Fractures,Other fall to lower level 6 to 30 feet,YES,weak
OSHA-20231211768,"An employee was performing preventative maintenance on an air handling unit. As the employee was confirming that the variable frequency drive startup was sequencing correctly, the motor engaged and the employee's left ring finger was caught in the motor pulley. Their finger was partially amputated.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2022032281,"An employee was on a ladder, putting material away on an upper storage area. The ladder slid and the employee fell to the concrete about 9 feet below. The employee suffered ankle, wrist, and back injuries.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2021054169,"An employee was separating two large mail containers. When the containers became loose, she lost her balance and fell to the floor. She suffered a broken hip.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-2016010877,An employee operating a hand brake on a railcar fell due to an off-balance load. The employee was hospitalized with crushed ribs and chest and spine fractures.,Fractures,"Other fall to lower level, unspecified",YES,weak
OSHA-2017054757,An employee was unloading freight and fell off the dock resulting in a left hip fracture.,Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2017010457,An employees was attempting to restart the snowmaking equipment on a steep section of the ski trail when he slipped on an icy part of the walkway and slid approximately 200 feet down the hill landing in a ditch. The employee complained of chest pain and difficulty breathing. He also had a laceration to his face.,"Cuts, lacerations",Other fall to lower level more than 30 feet,YES,weak
OSHA-2020021496,An employee's hand was caught in the rollers of an outdoor electric gate.,"Soreness, pain, hurt-nonspecified injury","Contact with objects and equipment, unspecified",YES,weak
OSHA-2015118768,An employee got her finger pinched in the conveyor on the packaging line resulting in the amputation of the left ring fingertip.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-20241110650,"An employee was performing road assistance activities and was in the process of towing a vehicle when they were struck by another vehicle. The employee sustained injuries to their back, right clavicle, arm, pelvis, hip, and leg, resulting in hospitalization.",Traumatic injuries or exposures unspecified,Pedestrian struck by forward-moving vehicle in roadway,YES,human
OSHA-2022010648,"An employee was walking in a restaurant when she fell, suffering a broken right leg. She was hospitalized.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-20181112215,An employee was pushing meat through a short rib saw. His right thumb was caught by the saw blade and was amputated just below the fingernail.,Amputations,Struck against moving part of machinery or equipment,YES,weak
OSHA-2024109484,"An employee was conducting an inspection of the roof area for potential plumbing issues. The employee fell through rubber roofing and down a duct chase, landing on the ground approximately 17 feet below. The employee sustained multiple fractures including a fractured pelvis and was hospitalized.",Fractures,Fall to lower level from collapsing structure or equipment 6 to 30 feet,YES,weak
OSHA-20181212421,"An employee was plowing a conduit, watching warning tape go into the shoot. The tape holder brushed against a telephone pole while his hand was on it, and his fingertip was pinched and amputated.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-2017054177,An employee was on a ladder cutting I-beams. He cut one beam and a piece fell and hit the bottom of the ladder causing the ladder to kick out. The employee lost balance and fell resulting in two broken bones in his left wrist and a broken nose.,Fractures,"Other fall to lower level, unspecified",YES,weak
OSHA-2025088007,"An employee was helping stack scrap wire. A fork truck was setting a carrier of scrap wire on top of another carrier. The scrap wire on the fork truck caught on the second carrier, and the carrier on the forks was pulled off. It struck the employee in the head, causing a concussion. The employee was hospitalized.",Concussions,Pedestrian struck by vehicle or object propelled by another vehicle in nonroadway area,YES,human
OSHA-2023098135,An employee was operating a chop saw to cut cardboard tubes when his left arm was caught under the blade. The employee suffered an amputation at the left wrist that required surgery to reattach.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-20201212045,"An employee was climbing a 6-foot ladder to remove a window contaminated with lead when they fell approximately 3-5 feet to the ground, resulting in a fractured T7 vertebra.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-20171110766,"An employee was repairing a sectional garage door that had been hit by a motor vehicle and knocked partially out of its tracks. The bottom section of the door flexed, causing the rollers to come back out of the track. When this happened, the bottom two panels came out of the track and shot upwards, striking the underside of the employee's arm and knocking him off his ladder. He dislocated his shoulder.",Dislocation of joints,"Other fall to lower level, unspecified",YES,human
OSHA-2024064888,An employee was walking when they lost their footing on metal plates that cover electrical and plumbing equipment and fell. The employee sustained three fractured ribs and they were hospitalized.,Fractures,Fall on same level due to slip or trip,NO,weak
OSHA-2021097896,"As an employee was removing an engine from a truck, the engine fell on the employee's left middle finger. The employee's finger was partially amputated.",Amputations,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2021021728,"On February 25, 2021, an employee was working on a 5 ft. scaffold applying a drywall finishing compound to the wall. The employee lost his balance and fell off the scaffold, resulting in a laceration and tissue damage to the right upper arm.","Cuts, lacerations",Other fall to lower level less than 6 feet,YES,weak
OSHA-2016087707,"An employee was operating a mixer when he noticed the overhead bin was blocked. He climbed a ladder to attempt to loosen up the blockage but fell backwards off the second rung, severely injuring his ankle and requiring surgery.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,YES,weak
OSHA-2022109369,"An employee was using a pallet jack to load pallets into a trailer. The employee stepped off the pallet jack and the vehicle continued to move forward, crushing his leg between the pallet jack and a pallet. He sustained fibula and tibia fractures and two ankle bone fractures.",Fractures,Caught between rolling powered vehicle and other object,YES,weak
OSHA-2021086528,"On August 4, 2021, at 7:30 a.m., an employee was clearing excess cheese from a grinder when the grinder blades contacted the employee's right thumb, resulting in amputation of the thumb tip.",Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2016109351,"An employee was trying to unjam two steel bars on a conveyor when the photo sensor sensed movement and began to cycle, causing the employee's right hand to be dragged into the conveyor. The employee suffered a fractured right hand and was hospitalized overnight. The machine was not locked out at the time.",Fractures,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2016031881,"An employee fell to the ground while exiting a rental truck after missing the second step. During the fall, he struck his head on the truck and/or parking lot, suffering lacerations.","Cuts, lacerations",Other fall to lower level less than 6 feet,YES,weak
OSHA-2022119813,"An employee was cutting paper on a flat cutter machine when his hand became clamped by the machine, resulting in a fingertip amputation without bone loss that was surgically reattached.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020109663,A forklift ran over an employee's foot and crushed the employee's toes.,Crushing injuries,"Pedestrian struck by vehicle in nonroadway area, unspecified",YES,weak
OSHA-2021032263,"An employee fell from an extension ladder onto an asphalt pavement about 15 feet below, suffering a skull fracture, internal bleeding in the head, a broken collarbone, broken vertebrae, five to eight broken ribs, and a liver laceration. The employee was hospitalized.","Fractures and other injuries, n.e.c.",Other fall to lower level 11 to 15 feet,YES,weak
OSHA-2019032373,"Two employees were in a trailer. A lit cigarette ignited gas that had leaked from a propane tank in the trailer, causing an explosion. Both employees suffered second-and third- degree burns to the hands, arms, and face.",Third or fourth degree heat (thermal) burns,"Explosion of nonpressurized vapors, gases, or liquids",YES,weak
OSHA-2015129717,A letter carrier slipped and fell on ice fracturing the left hip.,Fractures,Fall on same level due to slipping,NO,weak
OSHA-2021075885,"An employee used a 20-pound dry chemical fire extinguisher to extinguish a fire under the furnace on a melt deck. The employee began to have trouble breathing and was hospitalized, suffering from smoke inhalation.","Poisoning, including poisoning-related asphyxia","Fire, unspecified",YES,weak
OSHA-20241211211,"An employee was operating a baler and clearing paper that was covering the photo eye. The employee's right index finger was caught in the photo-eye hole as the ram activated, resulting in the amputation of the fingertip.","Amputations, avulsions, enucleations unspecified","Struck by running powered equipment during maintenance, cleaning, testing",YES,weak
OSHA-2019099830,An employee was moving 20-hp electric motor weighing approximately 280 lbs. The employee was sliding the motor on the floor in the storage area using their foot and guiding it with their hands. The employee's finger was pinched between the shaft of the motor they were moving and a stationary motor resulting in an amputation of the left pinky finger.,Amputations,Compressed or pinched by shifting objects or equipment,YES,human
OSHA-2021010490,"On January 19, 2021, an employee was attempting to pick up a boring bar that fell out of place when the bottom part of the machine slid out to take the bar into the storage rack, causing the employee's leg to be caught in the carriage rail. The employee was hospitalized.","Soreness, pain, hurt-nonspecified injury",Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2021064452,An error came up on a pallet receiver table's machine panel and an employee went to the pallet ejector to troubleshoot. The employee was resetting a limit switch when his thumb got caught by a moving chain. The employee suffered a laceration that resulted in a revision amputation.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017065837,"An employee was operating a blender when cheese became caught in the blender's discharge door. He was attempting to unjam the cheese blockage when a coworker noticed the blender was in the fault state and reset the fault, causing the blender to run while the employee's hand was in the discharge door. The blender crushed the employee's right hand, breaking and lacerating it. The blender was not locked/tagged out at the time of the incident.",Fractures,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2018054645,An employee fell from a ladder while servicing a residence and broke his humerus.,Fractures,"Other fall to lower level, unspecified",YES,weak
OSHA-2016021568,"While performing wood framing, an employee fell from a 10-foot ladder to the concrete floor, breaking ribs.",Fractures,Other fall to lower level 6 to 10 feet,YES,weak
OSHA-2022010521,"Two employees were doing repairs on a backhoe's outrigger. While they were using a forklift with a ratchet strap to position the outrigger, the ratchet strap came loose and struck one of the employees in the face. He fell into the stairs of the backhoe. He suffered lacerations and impact injuries to the face and head and was hospitalized.","Multiple traumatic injuries and disorders, unspecified","Struck by dislodged flying object, particle",YES,weak
OSHA-2024109924,"A maintenance technician was checking the tire pressure on a debarking drum tire. They then initiated the process of adding air into the tire to the specified pounds per square inch. Within seconds, the side wall of the tire ruptured and the maintenance technician sustained broken ribs and a punctured lung.","Closed trauma involving internal organs, major blood vessels","Explosion of pressure vessel, piping, or tire",YES,weak
OSHA-20221210997,An employee was working near an open flame heater when the flames contacted the employee's clothing and caught fire. The employee sustained second-degree burns to the hands and third-degree burns to the lower back.,Third or fourth degree heat (thermal) burns,Ignition of clothing from controlled heat source,YES,weak
OSHA-2025021318,"On February 10, 2025, an employee was installing decking on the roof of a two-story building. The employee fell backward from the roof to the second-story floor, about 14 feet below, and suffered head and neck injuries. The employee was hospitalized.",Traumatic injuries or exposures unspecified,Other fall to lower level 6 to 30 feet,YES,weak
OSHA-2025021578,"An employee was using an electric pallet jack to move a rack with long metal poles. One side of the rack lifted higher than the other and the poles slid and struck his right foot, resulting in fractures to his right metatarsals that required surgery.",Fractures,Struck by other falling object n.e.c.,YES,weak
OSHA-2024021371,"An employee was attaching a trailer to a truck, but the hitch was not lining up. The employee pushed the hitch and the trailer came down on their fingers crushing the left index and middle fingers.",Nonfatal 'crushing' injuries,Caught or wedged between objects nonrunning,YES,weak
OSHA-2020098970,An employee was descending 3 to 4 stairs when he fell to the floor and hit his head. He was hospitalized with a skull fracture and subdural hematoma.,Skull fracture and intracranial injury,Other fall to lower level less than 6 feet,YES,weak
OSHA-2020043266,An employee was stepping from the ground to the second step when their body twisted and their knee gave out. The employee fell to the ground. The employee was hospitalized with meniscus tears in both knees and a fracture above the right knee.,"Fractures and other injuries, n.e.c.","Fall on same level, n.e.c.",NO,weak
OSHA-2022021638,"An employee was cleaning dough from a conveyor belt when her arm was caught in the machine, resulting in an injury to her right arm, which required surgery.","Soreness, pain, hurt-nonspecified injury","Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2015010030,Employee amputated tip of finger when his finger got caught in the chain of a stationary exercise bicycle that he was servicing. There was no bone loss and the employee was not hospitalized.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017065340,An employee was preparing to remove a hook/bottom block from an under-the-hook lifting device when the crane hook latch partially amputated the employee's right thumb.,Amputations,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2015097166,An employee was walking in the parking lot during a rain storm and slipped and fell injuring the back and shoulder.,"Soreness, pain, hurt-nonspecified injury",Fall on same level due to slipping,NO,weak
OSHA-2024010592,"An employee was using a lathe to sand a round bar when their glove caught a burr in the round bar, amputating their right middle finger.",Amputations involving bone loss,"Caught, entangled in running powered equipment normal operation",YES,weak
OSHA-2019033192,"The motor on the side of an oil tank, approximately 3-4 feet off the ground and weighing about 585 pounds, fell off a skid and landed on an employee's leg. The employee suffered an open fracture of the left tibia and fibula, as well as a laceration of the left middle finger.",Fractures,"Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2023043677,"An employee was repairing a hydraulic hose and cutting the hose to specification using a sawing machine. The employee's hand contacted the saw blade, resulting in the partial amputation of the right middle finger.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2019066452,An employee fell while climbing a stairway and broke a knee.,Fractures,"Fall on same level while climbing stairs, steps, or curbs",NO,weak
OSHA-2021031980,"An employee was moving logistic bars in a trailer. A forklift moved and struck his leg, breaking it.",Fractures,"Pedestrian struck by vehicle in nonroadway area, unspecified",YES,weak
OSHA-2018077185,"An employee was on a site making a delivery when his truck became stuck in sand. As he tried to get the truck unstuck, he became light-headed, requiring hospitalization for dehydration.","Effects of heat and light, n.e.c.",Exposure to environmental heat,NO,human
OSHA-2016087083,"An employee tripped and fell. As she was getting up from the fall by grabbing onto a tire rack, another tire rack shifted and crushed her left hand. Her middle, ring, and pointer fingertips had to be medically amputated.",Amputations,"Fall on same level due to tripping, unspecified",NO,weak
OSHA-2021021231,"An employee slipped and fell on ice in the parking lot, resulting in a concussion that required hospitalization.",Concussions,Fall on same level due to slipping,NO,weak
OSHA-2024053788,"An employee was installing insulation on the ceiling above the elevator shaft when he lost his balance and fell 15 feet from the scaffold down the elevator shaft. He sustained an injury to his spine and head trauma including a concussion, laceration, bruising, and abrasions.","Multiple types of injuries to the brain, spinal cord",Other fall to lower level 6 to 30 feet,YES,weak
OSHA-2023076661,"An employee was troubleshooting the roll wrap line when his left index and middle fingers were partially amputated, requiring hospitalization.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-20201110426,"An employee was hooking up an ammonia tank to a pickup truck when the pickup truck backed up and struck the employee, resulting in broken ribs, broken vertebrae, and a punctured lung.","Fractures and other injuries, n.e.c.",Pedestrian struck by vehicle backing up in nonroadway area,YES,human
OSHA-2016054360,An employee was helping to drag brush from a work site when a tree branch fell and struck him on the hardhat. He suffered a head contusion and was hospitalized.,"Bruises, contusions","Struck by falling object or equipment, n.e.c.",YES,weak
OSHA-2023021438,"An employee was pushing electrical conduit through the eave of the house for solar circuits when their ladder moved, causing the employee to fall 15 to 20 feet to the ground. The employee sustained fractures to the nose, a tooth, and two thoracic vertebrae as well as an injury that required stitches on the face.",Fractures,Other fall to lower level 16 to 20 feet,YES,weak
OSHA-20221210769,An employee reached for a table that was falling and caught their hand between the table and floor. They sustained a hand injury that required hospitalization and surgery.,"Soreness, pain, hurt-nonspecified injury","Struck by falling object or equipment, unspecified",YES,weak
OSHA-2016087168,"An employee was helping to discharge fuel from a barge by positioning a C-hook on a coil. After he slid the C-hook into the coil, his hand rested on the bottom of the C-hook. When a crane began to lift the hook, the coil and his fingers became caught, crushing his left-hand pinky, ring, and middle fingers.",Crushing injuries,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-2020087541,"On August 10, 2020, a plumber was cutting copper pipe with an angle grinder while working from a ladder when the angle grinder wheel became stuck in the pipe. He tried to dislodge the grinder by pulling on it and fell from ladder, sustaining a cut on his right forearm and leading to hospitalization and surgery.","Cuts, lacerations","Other fall to lower level, unspecified",YES,weak
OSHA-2024087574,"At 9:20 a.m. on Saturday August 17, 2024, an employee was running a sizing press machine when his right hand was caught in the press. The employee sustained an amputation of his ring finger at the knuckle and injuries to his index, middle, and little fingers that required stitches.",Amputations involving bone loss,"Caught, entangled in running powered equipment normal operation",YES,weak
OSHA-2019099481,"An employee was inspecting a thigh machine in a deboning department. The employee fell forward while walking between two machines, and part of one of the machines amputated the tip of the employee's finger.",Amputations,"Fall onto or against object on same level, n.e.c.",NO,weak
OSHA-2022043126,"On April 8, 2022, an employee was leaving the MRI Room and used her left hand to hold the door's handle while her right hand was holding the edge of the door. As the door closed, her right middle finger got caught between the door and the door jam resulting in amputation of her right middle fingertip without bone loss.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2019099562,"An employee was reaching into a packaging machine when the sensors activated and the machine cycled, amputating his index fingertip.",Amputations,"Caught in running equipment or machinery, unspecified",YES,weak
OSHA-2016010305,"An employee was removing a stop from the rollers on a conveyor system, which had been put in place to keep the 55-gallon drums of grease from rolling. A coworker started moving the drum while the employee's finger was still near where the stop was removed. His finger was smashed and amputated between the drum and the metal rollers.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,human
OSHA-2019032756,An employee suffered an index fingertip amputation while attempting to clear a jam.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020021971,An employee was shutting the back room exit door when wind caused the door to slam shut. The employee's finger was smashed between the door and its frame resulting in a partial amputation.,Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2015075195,Four workers were in a crew truck located in a work zone when it was struck by an automobile.,"Traumatic injuries and disorders, unspecified",Roadway collision-moving and standing vehicle on side of roadway,YES,weak
OSHA-2023065826,An employee was operating a stand-up reach lift when his foot became pinned against a safety rail. The employee was hospitalized with foot fractures that required surgical amputation of his toes.,Amputations,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2021086786,"An employee was standing on a 12-foot A-frame ladder, pushing manure in a dump truck bed with a shovel. The employee slipped and fell to the concrete ground, suffering a broken neck vertebra, two herniated neck vertebrae, and two fractures to the left arm.",Fractures and dislocations,"Other fall to lower level, unspecified",NO,weak
OSHA-2019076753,"An employee was working on a trim press in a forge shop with tongs and a swab. He was putting oil on the trim press when the machine was activated, causing a partial amputation to his right index finger and the next two fingers.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2016087862,"An employee was working on the line, got bumped by another employee, stepped back and lost her balance falling and breaking her left wrist.",Fractures,"Fall on same level, n.e.c.",NO,weak
OSHA-20171110934,"On November 14, 2017, at approximately 3:05 p.m., an employee was operating a stand-up reach lift in reverse when he turned sharply. The powered industrial truck then slammed into a guardrail. His left foot was crushed and fractured between the guardrail and the powered industrial truck, requiring hospitalization.",Fractures,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
OSHA-2017021376,"An employee was climbing air-stair door steps when he fell approximately 5 feet to the ground below, striking his head and shoulder.","Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,YES,weak
OSHA-20191111864,"An employee was helping a customer with a package in a parking lot. The employee tripped over a bicycle and fell to the concrete, breaking her hip.",Fractures,Fall on same level due to tripping over an object,NO,weak
OSHA-2024032087,"An employee was unpacking merchandise from a pallet to a shopping cart on the sales floor. He stepped backward and tripped over the corner of the pallet or a grey tote and fell to the floor, resulting in a skull fracture.",Fractures,Fall on same level due to slip or trip,NO,weak
OSHA-2015031569,"An employee was standing on a chair to adjust curtains. The chair slipped, causing the employee to fall and break the tibia just below the knee.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2021076378,"An employee was using an extension ladder while on a barge when they fell approximately 12 feet, resulting in a left ankle injury and a right ankle fracture that required surgery.",Fractures,Fall on water vehicle,YES,weak
OSHA-20231211593,"An employee was clearing a jam in a surge hopper when they sustained a right wrist fracture, three finger amputations, and a laceration. The employee was hospitalized and required surgery.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020021170,"On February 5, 2020, at approximately 5:00 p.m., two employees were using acetylene torches to dismantle an industrial tank. A small piece of steel fell to the floor, creating a small spark that resulted in a flash fire. The first employee sustained first and second degree burns. The second employee sustained first and second degree burns and a possible lung injury. Both were hospitalized.",Second degree heat (thermal) burns,Small-scale (limited) fire,YES,weak
OSHA-20161110893,"An employee was removing tangled film from a roller in a laminator machine when he stepped back into a roller that was still running, fracturing his skull and breaking an arm.",Fractures,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2021065267,An employee was pulling a water hose on top of a roof when they slipped and fell onto a skylight. The skylight gave way and the employee fell to the floor. The employee suffered a compound fracture in their right arm and multiple fractures in their left arm.,Fractures,"Fall through surface or existing opening, unspecified",NO,weak
OSHA-2018088900,"An employee was standing on a pallet while retrieving apparel boxes. As she turned around to dismount the pallet, her foot was caught on a piece of plastic and she fell to the floor. She landed on and broke her left shoulder.",Fractures,Other fall to lower level less than 6 feet,YES,weak
OSHA-2020054658,"An employee fell from a flatbed trailer to the ground. The employee suffered a broken skull, with brain bleeding, and was hospitalized.",Skull fracture and intracranial injury,"Other fall to lower level, unspecified",YES,human
OSHA-2021075636,An employee was closing a trailer door and fell off the back of the trailer onto the ground. The employee sustained a head laceration.,"Cuts, lacerations",Other fall to lower level less than 6 feet,YES,weak
OSHA-2021087467,"An employee was using a pallet jack to move ice cream in the warehouse. When they made a right turn, the pallet jack struck a bollard. The employee sustained a fractured pelvis.",Fractures,"Nonroadway collision with object other than vehicle, n.e.c.",YES,weak
OSHA-20211110018,"An employee was holding a machine part while forming it with a hydraulic brake press. The brake press caught the employee's right-hand fingers and partially amputated the index finger, as well as breaking the middle finger.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2025032887,"An employee was driving a forklift after putting trash into the trash compactor. The forks of the lift struck uneven asphalt on the road, causing the forklift to abruptly stop. The employee bounced up and struck his head on the forklift cage, resulting in a skull fracture.",Fractures,"Collision with stationary object, nonroadway",YES,weak
OSHA-2017099180,The employee was operating a mechanical power press when the machine cycled and amputated the employee's right index finger.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2015086010,"An employee tried to prevent a turkey neck from going through the peeler. The employee's glove got caught in the peeler rollers, which crushed the left middle fingertip. The fingertip was amputated below the fingernail.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
